id|room|start date|end date|request id
2580|L20|2016-04-27|2016-04-30|1260
2581|N40|2016-04-29|2016-05-02|1261
2582|N41|2016-04-29|2016-05-02|1261
2583|N42|2016-04-29|2016-05-02|1261
2584|N43|2016-04-29|2016-05-02|1261
2585|N1|2016-06-26|2016-06-29|1262
2586|N10|2016-06-26|2016-06-29|1262
2587|N11|2016-06-26|2016-06-29|1262
2588|N12|2016-06-26|2016-06-29|1262
2589|N13|2016-06-26|2016-06-29|1262
2590|N55|2016-06-26|2016-06-29|1262
2591|N56|2016-06-26|2016-06-29|1262
2592|S41|2016-05-06|2016-05-08|1263
2593|S42|2016-05-06|2016-05-08|1263
2594|S43|2016-05-06|2016-05-08|1263
2595|S44|2016-05-06|2016-05-08|1263
2596|N85|2016-05-07|2016-05-10|1264
2597|N86|2016-05-07|2016-05-10|1264
2598|N87|2016-05-07|2016-05-10|1264
2599|N88|2016-05-07|2016-05-10|1264
2600|N89|2016-05-07|2016-05-10|1264
2601|N90|2016-05-07|2016-05-10|1264
2602|N80|2016-04-25|2016-04-28|1265
2603|N81|2016-04-25|2016-04-28|1265
2604|X13|2016-06-29|2016-07-05|1266
2605|X14|2016-06-29|2016-07-05|1266
2606|X18|2016-04-15|2016-04-21|1267
2607|X19|2016-04-15|2016-04-21|1267
2608|X20|2016-05-27|2016-05-30|1268
2609|S53|2016-06-24|2016-06-27|1269
2610|S54|2016-06-24|2016-06-27|1269
2611|S55|2016-06-24|2016-06-27|1269
2612|S23|2016-04-28|2016-05-01|1270
2613|S26|2016-05-14|2016-05-19|1271
2614|S27|2016-05-14|2016-05-19|1271
2615|S28|2016-05-14|2016-05-19|1271
2616|X21|2016-04-07|2016-04-10|1272
2617|X23|2016-04-07|2016-04-10|1272
2618|N91|2016-05-04|2016-05-08|1274
2619|S26|2016-04-16|2016-04-21|1275
2620|S27|2016-04-16|2016-04-21|1275
2621|S28|2016-04-16|2016-04-21|1275
2622|D22|2016-06-03|2016-06-12|1276
2623|D23|2016-06-03|2016-06-12|1276
2624|D24|2016-06-03|2016-06-12|1276
2625|L39|2016-06-27|2016-07-01|1277
2626|S19|2016-04-13|2016-04-19|1278
2627|S20|2016-04-13|2016-04-19|1278
2628|S26|2016-04-13|2016-04-19|1278
2629|L19|2016-05-20|2016-05-22|1279
2630|L19|2016-04-04|2016-04-09|1280
2631|S45|2016-06-13|2016-06-18|1281
2632|S46|2016-06-13|2016-06-18|1281
2633|S47|2016-06-13|2016-06-18|1281
2634|S48|2016-06-13|2016-06-18|1281
2635|S27|2016-04-13|2016-04-16|1282
2636|S28|2016-04-13|2016-04-16|1282
2637|S29|2016-04-13|2016-04-16|1282
2638|N131|2016-06-10|2016-06-15|1283
2639|N132|2016-06-10|2016-06-15|1283
2640|N157|2016-06-10|2016-06-15|1283
2641|N158|2016-06-10|2016-06-15|1283
2642|N159|2016-06-10|2016-06-15|1283
2643|N160|2016-06-10|2016-06-15|1283
2644|N161|2016-06-10|2016-06-15|1283
2645|N31|2016-06-14|2016-06-19|1284
2646|N32|2016-06-14|2016-06-19|1284
2647|N33|2016-06-14|2016-06-19|1284
2648|D15|2016-06-16|2016-06-19|1285
2649|D16|2016-06-16|2016-06-19|1285
2650|X15|2016-04-04|2016-04-09|1286
2651|X16|2016-04-04|2016-04-09|1286
2652|S24|2016-04-29|2016-05-03|1287
2653|S25|2016-04-29|2016-05-03|1287
2654|S26|2016-04-29|2016-05-03|1287
2655|S27|2016-04-29|2016-05-03|1287
2656|N34|2016-06-14|2016-06-19|1288
2657|N35|2016-06-14|2016-06-19|1288
2658|N36|2016-06-14|2016-06-19|1288
2659|N37|2016-06-14|2016-06-19|1288
2660|N38|2016-06-14|2016-06-19|1288
2661|S46|2016-05-13|2016-05-22|1289
2662|S47|2016-05-13|2016-05-22|1289
2663|S48|2016-05-13|2016-05-22|1289
2664|X22|2016-05-13|2016-05-15|1290
2665|L21|2016-05-13|2016-05-16|1291
2666|L22|2016-05-13|2016-05-16|1291
2667|D17|2016-05-30|2016-06-01|1292
2668|N40|2016-04-11|2016-04-15|1293
2669|N41|2016-04-11|2016-04-15|1293
2670|N42|2016-04-11|2016-04-15|1293
2671|N43|2016-04-11|2016-04-15|1293
2672|N44|2016-04-11|2016-04-15|1293
2673|X21|2016-05-27|2016-05-29|1294
2674|X25|2016-05-27|2016-05-29|1294
2675|S29|2016-05-30|2016-06-09|1295
2676|S30|2016-05-30|2016-06-09|1295
2677|S49|2016-06-13|2016-06-17|1296
2678|S50|2016-06-13|2016-06-17|1296
2679|L13|2016-04-30|2016-05-05|1297
2680|L20|2016-05-19|2016-05-21|1298
2681|N81|2016-06-28|2016-07-01|1299
2682|N49|2016-06-02|2016-06-05|1300
2683|N50|2016-06-02|2016-06-05|1300
2684|N55|2016-06-02|2016-06-05|1300
2685|N56|2016-06-02|2016-06-05|1300
2686|N57|2016-06-02|2016-06-05|1300
2687|X11|2016-05-01|2016-05-03|1301
2688|N118|2016-05-25|2016-05-29|1302
2689|D15|2016-04-22|2016-04-28|1303
2690|D20|2016-04-09|2016-04-12|1304
2691|D28|2016-04-09|2016-04-12|1304
2692|N33|2016-06-07|2016-06-10|1305
2693|L21|2016-05-21|2016-05-24|1306
2694|S73|2016-05-13|2016-05-15|1307
2695|S76|2016-05-13|2016-05-15|1307
2696|D12|2016-05-14|2016-05-17|1308
2697|D1|2016-06-18|2016-06-20|1309
2698|X17|2016-04-04|2016-04-05|1310
2699|X18|2016-04-04|2016-04-05|1310
2700|S49|2016-05-15|2016-05-22|1311
2701|S50|2016-05-15|2016-05-22|1311
2702|S51|2016-05-15|2016-05-22|1311
2703|S52|2016-05-15|2016-05-22|1311
2704|S53|2016-05-15|2016-05-22|1311
2705|S21|2016-04-12|2016-04-22|1312
2706|S22|2016-04-12|2016-04-22|1312
2707|S23|2016-04-12|2016-04-22|1312
2708|N43|2016-04-25|2016-04-29|1313
2709|N47|2016-04-25|2016-04-29|1313
2710|L21|2016-05-17|2016-05-21|1314
2711|X9|2016-06-26|2016-06-28|1315
2712|S12|2016-04-03|2016-04-05|1316
2713|S13|2016-04-03|2016-04-05|1316
2714|S14|2016-04-03|2016-04-05|1316
2715|S15|2016-04-03|2016-04-05|1316
2716|N27|2016-06-23|2016-06-26|1317
2717|N28|2016-06-23|2016-06-26|1317
2718|N29|2016-06-23|2016-06-26|1317
2719|N30|2016-06-23|2016-06-26|1317
2720|N31|2016-06-23|2016-06-26|1317
2721|L15|2016-04-08|2016-04-13|1318
2722|L19|2016-04-24|2016-04-26|1319
2723|L24|2016-04-24|2016-04-26|1319
2724|X1|2016-04-01|2016-04-03|1320
2725|X15|2016-06-06|2016-06-17|1321
2726|X16|2016-06-06|2016-06-17|1321
2727|S45|2016-05-06|2016-05-09|1322
2728|S46|2016-05-06|2016-05-09|1322
2729|L18|2016-05-29|2016-06-02|1323
2730|D6|2016-06-23|2016-06-29|1324
2731|D7|2016-06-23|2016-06-29|1324
2732|L0|2016-06-23|2016-06-25|1325
2733|L5|2016-06-23|2016-06-25|1325
2734|D11|2016-05-05|2016-05-13|1326
2735|S0|2016-06-02|2016-06-05|1327
2736|S1|2016-06-02|2016-06-05|1327
2737|S10|2016-06-02|2016-06-05|1327
2738|S11|2016-06-02|2016-06-05|1327
2739|S14|2016-05-26|2016-05-30|1328
2740|S15|2016-05-26|2016-05-30|1328
2741|N66|2016-06-24|2016-06-25|1329
2742|N67|2016-06-24|2016-06-25|1329
2743|D49|2016-04-05|2016-04-06|1330
2744|S56|2016-06-16|2016-07-03|1331
2745|S57|2016-06-16|2016-07-03|1331
2746|L21|2016-05-16|2016-05-18|1332
2747|D20|2016-04-26|2016-04-29|1333
2748|N20|2016-05-09|2016-05-15|1334
2749|N23|2016-05-09|2016-05-15|1334
2750|N24|2016-05-09|2016-05-15|1334
2751|N27|2016-05-09|2016-05-15|1334
2752|L26|2016-05-17|2016-05-19|1335
2753|L14|2016-05-04|2016-05-07|1336
2754|N7|2016-06-05|2016-06-08|1337
2755|N8|2016-06-05|2016-06-08|1337
2756|N9|2016-06-05|2016-06-08|1337
2757|X9|2016-06-15|2016-06-16|1338
2758|S15|2016-04-06|2016-04-08|1339
2759|S16|2016-04-06|2016-04-08|1339
2760|S17|2016-04-06|2016-04-08|1339
2761|S18|2016-04-06|2016-04-08|1339
2762|D50|2016-04-05|2016-04-06|1340
2763|D13|2016-05-11|2016-05-20|1341
2764|D14|2016-05-11|2016-05-20|1341
2765|S88|2016-06-01|2016-06-02|1342
2766|S89|2016-06-01|2016-06-02|1342
2767|S102|2016-06-01|2016-06-02|1342
2768|S103|2016-06-01|2016-06-02|1342
2769|S112|2016-06-26|2016-07-01|1343
2770|S113|2016-06-26|2016-07-01|1343
2771|L24|2016-04-14|2016-04-18|1344
2772|L29|2016-04-14|2016-04-18|1344
2773|S16|2016-04-01|2016-04-05|1345
2774|S17|2016-04-01|2016-04-05|1345
2775|S18|2016-04-01|2016-04-05|1345
2776|S19|2016-04-01|2016-04-05|1345
2777|S20|2016-04-01|2016-04-05|1345
2778|S21|2016-04-01|2016-04-05|1345
2779|X4|2016-04-16|2016-04-20|1346
2780|X5|2016-04-16|2016-04-20|1346
2781|X2|2016-04-01|2016-04-04|1347
2782|L4|2016-06-07|2016-06-12|1348
2783|S41|2016-05-11|2016-05-15|1349
2784|S46|2016-05-11|2016-05-15|1349
2785|L23|2016-06-16|2016-06-17|1350
2786|L24|2016-06-16|2016-06-17|1350
2787|S4|2016-06-23|2016-06-25|1351
2788|S5|2016-06-23|2016-06-25|1351
2789|S45|2016-06-23|2016-06-25|1351
2790|S46|2016-06-23|2016-06-25|1351
2791|X15|2016-06-28|2016-07-04|1352
2792|X16|2016-06-28|2016-07-04|1352
2793|S31|2016-05-28|2016-06-10|1353
2794|S32|2016-05-28|2016-06-10|1353
2795|X17|2016-05-25|2016-06-01|1354
2796|X18|2016-05-25|2016-06-01|1354
2797|D5|2016-05-17|2016-05-20|1355
2798|S24|2016-04-11|2016-04-16|1356
2799|S25|2016-04-11|2016-04-16|1356
2800|L5|2016-06-08|2016-06-10|1357
2801|X14|2016-05-04|2016-05-12|1358
2802|X15|2016-05-04|2016-05-12|1358
2803|S16|2016-05-28|2016-05-30|1359
2804|S17|2016-05-28|2016-05-30|1359
2805|S22|2016-05-28|2016-05-30|1359
2806|S23|2016-05-28|2016-05-30|1359
2807|L3|2016-06-18|2016-06-21|1360
2808|S51|2016-06-16|2016-06-18|1361
2809|S52|2016-06-16|2016-06-18|1361
2810|X2|2016-06-19|2016-06-24|1362
2811|N45|2016-04-09|2016-04-22|1363
2812|N46|2016-04-09|2016-04-22|1363
2813|N47|2016-04-09|2016-04-22|1363
2814|N48|2016-04-09|2016-04-22|1363
2815|D15|2016-05-08|2016-05-17|1364
2816|L4|2016-04-15|2016-04-25|1365
2817|L16|2016-04-06|2016-04-14|1366
2818|D24|2016-04-05|2016-04-16|1367
2819|S13|2016-06-18|2016-06-19|1368
2820|S14|2016-06-18|2016-06-19|1368
2821|S15|2016-06-18|2016-06-19|1368
2822|S18|2016-06-18|2016-06-19|1368
2823|S24|2016-05-25|2016-05-29|1369
2824|S25|2016-05-25|2016-05-29|1369
2825|S26|2016-05-25|2016-05-29|1369
2826|D7|2016-04-04|2016-04-06|1371
2827|D2|2016-04-15|2016-04-18|1372
2828|X32|2016-05-02|2016-05-06|1373
2829|D4|2016-06-28|2016-07-03|1374
2830|N32|2016-06-25|2016-06-29|1375
2831|N33|2016-06-25|2016-06-29|1375
2832|L8|2016-05-23|2016-05-27|1376
2833|D5|2016-04-16|2016-04-20|1377
2834|D7|2016-04-16|2016-04-20|1377
2835|X40|2016-06-17|2016-06-22|1378
2836|X41|2016-06-17|2016-06-22|1378
2837|N42|2016-05-16|2016-05-19|1379
2838|N43|2016-05-16|2016-05-19|1379
2839|N44|2016-05-16|2016-05-19|1379
2840|N45|2016-05-16|2016-05-19|1379
2841|N41|2016-05-25|2016-05-27|1380
2842|N42|2016-05-25|2016-05-27|1380
2843|L22|2016-05-19|2016-05-22|1381
2844|X17|2016-06-24|2016-06-27|1382
2845|X18|2016-06-24|2016-06-27|1382
2846|N4|2016-04-01|2016-04-04|1383
2847|N5|2016-04-01|2016-04-04|1383
2848|N44|2016-04-24|2016-05-01|1384
2849|N45|2016-04-24|2016-05-01|1384
2850|N46|2016-04-24|2016-05-01|1384
2851|X29|2016-05-23|2016-05-27|1385
2852|L3|2016-06-12|2016-06-14|1386
2853|S58|2016-06-25|2016-06-30|1387
2854|S59|2016-06-25|2016-06-30|1387
2855|D7|2016-06-14|2016-06-15|1388
2856|D22|2016-06-14|2016-06-15|1388
2857|D27|2016-06-14|2016-06-15|1388
2858|S27|2016-06-09|2016-06-11|1389
2859|S28|2016-06-09|2016-06-11|1389
2860|S29|2016-06-09|2016-06-11|1389
2861|L15|2016-06-14|2016-06-15|1390
2862|L16|2016-06-14|2016-06-15|1390
2863|D4|2016-04-15|2016-04-17|1391
2864|D5|2016-04-15|2016-04-17|1391
2865|D6|2016-04-15|2016-04-17|1391
2866|L9|2016-05-24|2016-05-27|1392
2867|N9|2016-04-08|2016-04-09|1393
2868|N10|2016-04-08|2016-04-09|1393
2869|N11|2016-04-08|2016-04-09|1393
2870|N12|2016-04-08|2016-04-09|1393
2871|L17|2016-05-25|2016-05-29|1394
2872|L18|2016-05-25|2016-05-29|1394
2873|D8|2016-04-17|2016-04-30|1395
2874|L17|2016-04-12|2016-04-14|1396
2875|L18|2016-04-12|2016-04-14|1396
2876|L23|2016-05-15|2016-05-17|1397
2877|D3|2016-06-04|2016-06-07|1398
2878|D4|2016-06-04|2016-06-07|1398
2879|X14|2016-05-21|2016-05-28|1399
2880|X15|2016-05-21|2016-05-28|1399
2881|X16|2016-05-21|2016-05-28|1399
2882|X16|2016-04-30|2016-05-17|1400
2883|X17|2016-04-30|2016-05-17|1400
2884|L17|2016-06-29|2016-07-04|1401
2885|N9|2016-06-18|2016-06-21|1402
2886|N20|2016-06-18|2016-06-21|1402
2887|N24|2016-06-18|2016-06-21|1402
2888|N46|2016-06-18|2016-06-21|1402
2889|N51|2016-04-24|2016-04-29|1403
2890|N52|2016-04-24|2016-04-29|1403
2891|N53|2016-04-24|2016-04-29|1403
2892|N47|2016-04-29|2016-05-02|1404
2893|X19|2016-06-20|2016-06-27|1405
2894|N53|2016-05-12|2016-05-19|1406
2895|N54|2016-05-12|2016-05-19|1406
2896|N55|2016-05-12|2016-05-19|1406
2897|N56|2016-05-12|2016-05-19|1406
2898|N57|2016-05-12|2016-05-19|1406
2899|N58|2016-05-12|2016-05-19|1406
2900|N59|2016-05-12|2016-05-19|1406
2901|N61|2016-05-12|2016-05-19|1406
2902|L6|2016-04-18|2016-04-21|1407
2903|N14|2016-04-08|2016-04-10|1408
2904|N30|2016-05-11|2016-05-14|1409
2905|N31|2016-05-11|2016-05-14|1409
2906|N32|2016-05-11|2016-05-14|1409
2907|N33|2016-05-11|2016-05-14|1409
2908|N34|2016-05-11|2016-05-14|1409
2909|N35|2016-05-11|2016-05-14|1409
2910|N36|2016-05-11|2016-05-14|1409
2911|X14|2016-04-11|2016-04-16|1410
2912|X15|2016-04-11|2016-04-16|1410
2913|S28|2016-04-26|2016-04-30|1411
2914|S29|2016-04-26|2016-04-30|1411
2915|S30|2016-04-26|2016-04-30|1411
2916|D29|2016-06-26|2016-06-30|1412
2917|S60|2016-06-25|2016-07-03|1413
2918|S61|2016-06-25|2016-07-03|1413
2919|S62|2016-06-25|2016-07-03|1413
2920|S6|2016-06-13|2016-06-16|1414
2921|S7|2016-06-13|2016-06-16|1414
2922|S8|2016-06-13|2016-06-16|1414
2923|X6|2016-04-10|2016-04-11|1415
2924|L23|2016-05-21|2016-05-25|1416
2925|N27|2016-06-19|2016-06-23|1417
2926|S19|2016-04-06|2016-04-10|1418
2927|S20|2016-04-06|2016-04-10|1418
2928|S21|2016-04-06|2016-04-10|1418
2929|S22|2016-04-06|2016-04-10|1418
2930|N24|2016-05-30|2016-05-31|1419
2931|N25|2016-05-30|2016-05-31|1419
2932|N56|2016-05-30|2016-05-31|1419
2933|D11|2016-05-25|2016-05-26|1420
2934|N92|2016-05-01|2016-05-13|1421
2935|N93|2016-05-01|2016-05-13|1421
2936|N94|2016-05-01|2016-05-13|1421
2937|X26|2016-05-24|2016-05-29|1422
2938|X31|2016-05-24|2016-05-29|1422
2939|X12|2016-05-01|2016-05-03|1423
2940|N26|2016-05-29|2016-05-31|1424
2941|N27|2016-05-29|2016-05-31|1424
2942|N28|2016-05-29|2016-05-31|1424
2943|N29|2016-05-29|2016-05-31|1424
2944|N36|2016-05-29|2016-05-31|1424
2945|N37|2016-05-29|2016-05-31|1424
2946|L5|2016-04-20|2016-04-28|1425
2947|L19|2016-04-07|2016-04-17|1426
2948|X17|2016-06-11|2016-06-24|1427
2949|X18|2016-06-11|2016-06-24|1427
2950|N48|2016-04-27|2016-05-05|1428
2951|N49|2016-04-27|2016-05-05|1428
2952|N50|2016-04-27|2016-05-05|1428
2953|S53|2016-06-14|2016-06-22|1429
2954|S54|2016-06-14|2016-06-22|1429
2955|S55|2016-06-14|2016-06-22|1429
2956|X31|2016-05-12|2016-05-16|1430
2957|X32|2016-05-12|2016-05-16|1430
2958|X33|2016-05-12|2016-05-16|1430
2959|D31|2016-05-14|2016-05-21|1431
2960|D11|2016-04-21|2016-04-24|1432
2961|D12|2016-04-21|2016-04-24|1432
2962|S33|2016-05-22|2016-06-02|1433
2963|S34|2016-05-22|2016-06-02|1433
2964|S35|2016-05-22|2016-06-02|1433
2965|X18|2016-06-04|2016-06-11|1434
2966|D14|2016-04-06|2016-04-12|1435
2967|S27|2016-06-18|2016-06-24|1436
2968|S28|2016-06-18|2016-06-24|1436
2969|S48|2016-06-18|2016-06-24|1436
2970|S30|2016-06-06|2016-06-10|1437
2971|S33|2016-06-06|2016-06-10|1437
2972|D7|2016-04-13|2016-04-14|1438
2973|D16|2016-04-13|2016-04-14|1438
2974|L21|2016-04-22|2016-05-01|1439
2975|L6|2016-06-08|2016-06-12|1440
2976|L7|2016-06-08|2016-06-12|1440
2977|L10|2016-04-07|2016-04-09|1441
2978|N50|2016-05-29|2016-05-31|1442
2979|N70|2016-05-29|2016-05-31|1442
2980|X27|2016-04-07|2016-04-08|1443
2981|X28|2016-04-07|2016-04-08|1443
2982|S26|2016-04-10|2016-04-14|1444
2983|S27|2016-04-10|2016-04-14|1444
2984|S28|2016-04-10|2016-04-14|1444
2985|S29|2016-04-10|2016-04-14|1444
2986|S30|2016-04-10|2016-04-14|1444
2987|N95|2016-05-07|2016-05-10|1445
2988|N96|2016-05-07|2016-05-10|1445
2989|S141|2016-06-26|2016-06-30|1446
2990|S142|2016-06-26|2016-06-30|1446
2991|S143|2016-06-26|2016-06-30|1446
2992|S147|2016-06-26|2016-06-30|1446
2993|S148|2016-06-26|2016-06-30|1446
2994|X22|2016-04-23|2016-04-28|1447
2995|X23|2016-04-23|2016-04-28|1447
2996|L24|2016-05-13|2016-05-16|1448
2997|L25|2016-05-13|2016-05-16|1448
2998|D25|2016-06-05|2016-06-14|1449
2999|N68|2016-06-06|2016-06-07|1450
3000|N83|2016-06-06|2016-06-07|1450
3001|N88|2016-06-06|2016-06-07|1450
3002|N89|2016-06-06|2016-06-07|1450
3003|X20|2016-06-06|2016-06-13|1451
3004|X21|2016-06-06|2016-06-13|1451
3005|N37|2016-04-15|2016-04-16|1452
3006|N38|2016-04-15|2016-04-16|1452
3007|N39|2016-04-15|2016-04-16|1452
3008|N40|2016-04-15|2016-04-16|1452
3009|N41|2016-04-15|2016-04-16|1452
3010|S114|2016-06-29|2016-07-01|1454
3011|S115|2016-06-29|2016-07-01|1454
3012|S31|2016-04-25|2016-04-30|1455
3013|S32|2016-04-25|2016-04-30|1455
3014|X29|2016-04-07|2016-04-09|1456
3015|X30|2016-04-07|2016-04-09|1456
3016|L9|2016-05-02|2016-05-03|1457
3017|L25|2016-06-15|2016-06-20|1458
3018|X19|2016-06-16|2016-06-19|1459
3019|N34|2016-06-19|2016-06-28|1460
3020|N35|2016-06-19|2016-06-28|1460
3021|N36|2016-06-19|2016-06-28|1460
3022|N37|2016-06-19|2016-06-28|1460
3023|S63|2016-06-18|2016-06-26|1461
3024|S64|2016-06-18|2016-06-26|1461
3025|S65|2016-06-18|2016-06-26|1461
3026|S66|2016-06-18|2016-06-26|1461
3027|L19|2016-05-31|2016-06-07|1462
3028|L4|2016-05-11|2016-05-12|1463
3029|N42|2016-04-15|2016-04-21|1464
3030|N43|2016-04-15|2016-04-21|1464
3031|N44|2016-04-15|2016-04-21|1464
3032|N58|2016-04-15|2016-04-21|1464
3033|N71|2016-04-15|2016-04-21|1464
3034|N72|2016-04-15|2016-04-21|1464
3035|N73|2016-04-15|2016-04-21|1464
3036|S54|2016-05-17|2016-05-24|1465
3037|S55|2016-05-17|2016-05-24|1465
3038|S56|2016-05-17|2016-05-24|1465
3039|X32|2016-05-24|2016-05-27|1467
3040|S21|2016-05-22|2016-05-25|1468
3041|S22|2016-05-22|2016-05-25|1468
3042|S26|2016-05-22|2016-05-25|1468
3043|S27|2016-05-22|2016-05-25|1468
3044|S28|2016-05-22|2016-05-25|1468
3045|S34|2016-06-07|2016-06-15|1469
3046|S35|2016-06-07|2016-06-15|1469
3047|S36|2016-06-07|2016-06-15|1469
3048|S38|2016-06-19|2016-06-22|1470
3049|S39|2016-06-19|2016-06-22|1470
3050|S40|2016-06-19|2016-06-22|1470
3051|S45|2016-06-19|2016-06-22|1470
3052|S46|2016-06-19|2016-06-22|1470
3053|X40|2016-04-11|2016-04-12|1471
3054|X52|2016-04-11|2016-04-12|1471
3055|L22|2016-06-25|2016-06-27|1472
3056|N48|2016-05-11|2016-05-14|1473
3057|L14|2016-05-26|2016-05-27|1474
3058|N33|2016-04-02|2016-04-08|1475
3059|N34|2016-04-02|2016-04-08|1475
3060|N35|2016-04-02|2016-04-08|1475
3061|N36|2016-04-02|2016-04-08|1475
3062|N37|2016-04-02|2016-04-08|1475
3063|S24|2016-05-21|2016-05-27|1476
3064|S25|2016-05-21|2016-05-27|1476
3065|S4|2016-06-13|2016-06-14|1477
3066|S5|2016-06-13|2016-06-14|1477
3067|S22|2016-06-13|2016-06-14|1477
3068|S23|2016-06-13|2016-06-14|1477
3069|S24|2016-06-13|2016-06-14|1477
3070|S28|2016-06-13|2016-06-14|1477
3071|S31|2016-04-07|2016-04-14|1478
3072|S32|2016-04-07|2016-04-14|1478
3073|S8|2016-06-03|2016-06-07|1480
3074|S9|2016-06-03|2016-06-07|1480
3075|N68|2016-06-19|2016-06-25|1481
3076|N69|2016-06-19|2016-06-25|1481
3077|N70|2016-06-19|2016-06-25|1481
3078|N71|2016-06-19|2016-06-25|1481
3079|N133|2016-06-19|2016-06-25|1481
3080|N34|2016-06-05|2016-06-15|1482
3081|N91|2016-06-26|2016-06-30|1483
3082|N92|2016-06-26|2016-06-30|1483
3083|X20|2016-06-24|2016-06-28|1484
3084|X21|2016-06-24|2016-06-28|1484
3085|D18|2016-05-13|2016-05-16|1485
3086|D26|2016-06-05|2016-06-12|1486
3087|L15|2016-05-02|2016-05-06|1487
3088|S22|2016-04-04|2016-04-07|1488
3089|S23|2016-04-04|2016-04-07|1488
3090|N0|2016-04-22|2016-04-23|1489
3091|N1|2016-04-22|2016-04-23|1489
3092|N4|2016-04-22|2016-04-23|1489
3093|X16|2016-04-05|2016-04-15|1490
3094|X17|2016-04-05|2016-04-15|1490
3095|D19|2016-05-15|2016-05-16|1491
3096|D20|2016-05-15|2016-05-16|1491
3097|S33|2016-04-27|2016-05-05|1492
3098|S34|2016-04-27|2016-05-05|1492
3099|S35|2016-04-27|2016-05-05|1492
3100|S36|2016-04-27|2016-05-05|1492
3101|S37|2016-04-27|2016-05-05|1492
3102|L8|2016-06-08|2016-06-14|1493
3103|S149|2016-06-26|2016-06-30|1494
3104|S150|2016-06-26|2016-06-30|1494
3105|L11|2016-05-01|2016-05-04|1495
3106|L14|2016-05-01|2016-05-04|1495
3107|D13|2016-04-14|2016-04-25|1496
3108|S16|2016-04-26|2016-04-28|1497
3109|S60|2016-04-26|2016-04-28|1497
3110|L17|2016-05-03|2016-05-06|1498
3111|S32|2016-05-08|2016-05-10|1499
3112|S33|2016-05-08|2016-05-10|1499
3113|S34|2016-05-08|2016-05-10|1499
3114|S35|2016-05-08|2016-05-10|1499
3115|S43|2016-05-08|2016-05-10|1499
3116|N106|2016-05-21|2016-05-22|1500
3117|N107|2016-05-21|2016-05-22|1500
3118|N108|2016-05-21|2016-05-22|1500
3119|N109|2016-05-21|2016-05-22|1500
3120|N110|2016-05-21|2016-05-22|1500
3121|X19|2016-04-08|2016-04-11|1501
3122|D17|2016-05-26|2016-05-30|1502
3123|S45|2016-04-20|2016-04-23|1503
3124|S46|2016-04-20|2016-04-23|1503
3125|N80|2016-06-03|2016-06-06|1504
3126|N81|2016-06-03|2016-06-06|1504
3127|N82|2016-06-03|2016-06-06|1504
3128|N83|2016-06-03|2016-06-06|1504
3129|X42|2016-06-20|2016-06-22|1505
3130|S58|2016-06-15|2016-06-21|1506
3131|S59|2016-06-15|2016-06-21|1506
3132|S60|2016-06-15|2016-06-21|1506
3133|S61|2016-06-15|2016-06-21|1506
3134|S8|2016-06-21|2016-06-23|1507
3135|S9|2016-06-21|2016-06-23|1507
3136|L14|2016-05-12|2016-05-14|1508
3137|S38|2016-05-26|2016-05-28|1509
3138|S39|2016-05-26|2016-05-28|1509
3139|S40|2016-05-26|2016-05-28|1509
3140|S41|2016-05-26|2016-05-28|1509
3141|N34|2016-04-20|2016-04-27|1510
3142|X19|2016-05-30|2016-06-01|1511
3143|X20|2016-05-30|2016-06-01|1511
3144|D14|2016-04-15|2016-04-22|1513
3145|D15|2016-04-15|2016-04-22|1513
3146|D16|2016-04-15|2016-04-22|1513
3147|S47|2016-04-17|2016-04-22|1514
3148|S48|2016-04-17|2016-04-22|1514
3149|S49|2016-04-17|2016-04-22|1514
3150|S52|2016-04-17|2016-04-22|1514
3151|X22|2016-04-26|2016-05-08|1515
3152|L32|2016-06-01|2016-06-05|1516
3153|S33|2016-04-10|2016-04-16|1517
3154|S34|2016-04-10|2016-04-16|1517
3155|S35|2016-04-10|2016-04-16|1517
3156|S36|2016-04-10|2016-04-16|1517
3157|S37|2016-04-10|2016-04-16|1517
3158|L19|2016-04-22|2016-04-25|1518
3159|S30|2016-04-08|2016-04-11|1519
3160|S36|2016-04-08|2016-04-11|1519
3161|S48|2016-04-08|2016-04-11|1519
3162|D12|2016-05-02|2016-05-15|1520
3163|D13|2016-05-02|2016-05-15|1520
3164|L26|2016-05-11|2016-05-17|1521
3165|L5|2016-06-14|2016-06-16|1522
3166|L8|2016-06-14|2016-06-16|1522
3167|N97|2016-05-06|2016-05-13|1523
3168|N98|2016-05-06|2016-05-13|1523
3169|N99|2016-05-06|2016-05-13|1523
3170|N104|2016-05-06|2016-05-13|1523
3171|S24|2016-04-03|2016-04-07|1524
3172|S25|2016-04-03|2016-04-07|1524
3173|S26|2016-04-03|2016-04-07|1524
3174|S27|2016-04-03|2016-04-07|1524
3175|S28|2016-04-03|2016-04-07|1524
3176|N90|2016-06-05|2016-06-07|1525
3177|N91|2016-06-05|2016-06-07|1525
3178|N92|2016-06-05|2016-06-07|1525
3179|N94|2016-06-05|2016-06-07|1525
3180|D32|2016-05-18|2016-05-21|1526
3181|L13|2016-06-18|2016-06-19|1527
3182|L17|2016-06-18|2016-06-19|1527
3183|L20|2016-04-01|2016-04-08|1528
3184|D7|2016-04-14|2016-04-17|1529
3185|D10|2016-04-14|2016-04-17|1529
3186|N53|2016-05-02|2016-05-05|1530
3187|X0|2016-04-02|2016-04-04|1531
